Player	Tm	PTS	Age	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF
Paolo Banchero	ORL	27.0	-1.2950604715425196	-0.1600686580830264	0.5449231246082774	1.3022192134021524	2.187577105998154	2.3467092190452234	0.2624411936388892	1.4340570109066455	1.2061184400592697	0.6719497410331484	2.1071204931964616	2.550053244077498	0.0718947846208721	0.18734425161735596	2.161714279238452	2.4458234112529054	0.4757305236081263	1.2784511489884818	1.7233973688890127	1.7288547110550263	1.098858099243275	1.1268897465052792	0.4700209917823021	3.8015797741152335	0.3483795409592223
Nicolas Batum	PHI	6.3	1.7843055385696933	-0.3432488336432812	-0.6590515666353798	0.6227246403255062	-0.3651383923828094	-0.33179810331341497	0.03528196324344068	0.602381671248049	0.40178891007272033	0.715186918676802	-0.6781038557910014	-0.6566080131449037	-0.13560822960379795	0.4689069847349293	-0.2868047173583831	-0.18227330918956655	0.11890056494600518	0.732366227065258	0.7217960169381661	0.7857285795326558	-0.25462774544392225	-0.6787588822544273	0.9035748376504602	-0.17353231577869452	0.5217591264598587
Bradley Beal	PHO	16.5	0.6845319635296173	-0.7096091847637908	0.02893397121813859	1.384355920037791	1.1267083274502214	1.2915396678130326	0.18131289706908615	1.641975845821295	1.246334916558597	0.8400943207584683	0.7346911038403202	1.080333501183897	-0.07076353765858848	0.2589279973252137	-0.17798165084296821	-0.18227330918956655	0.5992485862219376	0.732366227065258	-0.5846405290846775	-0.2247637042413126	1.3495036260372004	0.5250068702520436	-0.18030977701993486	2.4416730065199426	1.9087958104649483
Malik Beasley	MIL	8.8	0.024667818505571704	-0.3432488336432812	-0.3150587977086206	0.13737137384218745	0.13214384756153422	-0.007130549088125494	0.5653201674994869	0.9142599236200228	0.6028712925693577	0.8641149750049427	-0.19371701248883405	-0.32258079885090357	0.7116957451469382	0.8363702127019325	-0.7220969834200426	-0.7816637892904812	-1.5966280824680386	-0.6874545699351235	-0.14916168041039632	-0.32581293261870936	-0.5554023775966328	0.3243792448342983	-0.8306405458221718	-0.48735695445453103	-0.08506942279236832
MarJon Beauchamp	MIL	0.8	-0.8551510415264891	-0.7096091847637908	-0.6590515666353798	-1.303754478946744	-0.9287249309863989	-0.948666456341465	-0.8517207459197383	-0.9570095906118199	-0.8851383379057589	-1.2497025986847954	-0.7588349963413626	-0.8124873798154372	0.17132331227019326	-1.053440673985511	-0.5588623836469203	-0.5511289892516679	-0.22420516453680356	-0.9058885387044131	-1.0201193777589588	-1.0668406073862862	-0.6556605883142029	-1.0800141330899176	-0.8306405458221718	-0.696573380238422	-1.1253469357961858
Patrick Beverley	MIL	8.2	1.7843055385696933	-0.3432488336432812	0.3729267401448978	1.12301185346985	-0.13307334707544896	-0.055830682221918886	0.013647750824826532	-0.2292936684105478	-0.3623241434145017	0.49900103045853333	-0.07262030166329217	0.12278882020776329	-0.13560822960379795	-0.0417237346477886	0.47495674824952117	0.3710102109035854	0.7831532572247228	-0.14136964801189997	0.025029859059316317	-0.05634832361231787	1.8507946796250514	0.9262621210875338	0.6867979147163811	0.03568411000519644	0.9552080902114494
Goga Bitadze	ORL	0.0	-0.6351963265184739	-1.0759695358843002	-0.6590515666353798	-1.117080145683929	-1.0281813789752674	-0.948666456341465	-2.203859022083121	-0.9570095906118199	-1.0862207204023961	-1.2497025986847954	-0.8799317071669045	-0.7011449750507704	-1.9901664192367867	-2.2465031024498057	-0.7220969834200426	-0.7816637892904812	-1.5966280824680386	-0.3598036167811894	-0.7152841836869618	-0.6626436938766989	-0.40501506152027755	-1.0800141330899176	-0.8306405458221718	-0.48735695445453103	-1.3854163140471403
Anthony Black	ORL	3.0	-1.5150151865505346	-1.0759695358843002	-0.6590515666353798	-1.079745279031366	-0.5308991390309239	-0.5428320135598531	0.11641025981324371	-0.9570095906118199	-0.6840559554091215	-1.2497025986847954	-0.27444815303919523	-0.36711776075677033	0.6036212585715892	-0.19920797520507566	-0.7220969834200426	-0.7816637892904812	-1.5966280824680386	-0.3598036167811894	-0.9330236080241024	-0.8310590745056936	-0.40501506152027755	-0.07687600600119188	-0.8306405458221718	-0.48735695445453103	-0.9519673502955496
Bojan Bogdanovi?	NYK	6.0	1.564350823561678	-0.7096091847637908	-0.6590515666353798	-0.5346562259039462	-0.4314426910420552	-0.13699757077824126	-0.6245615155242902	0.602381671248049	0.4420053865720477	0.6719497410331484	-0.7588349963413626	-0.41165472266263703	-1.5103156988422373	-0.25647497177136186	-0.17798165084296821	0.04826149084924676	-0.02932111019056833	-0.5782375855504789	0.06857774392674429	-0.15739755198971464	-0.40501506152027755	-1.0800141330899176	-0.18030977701993486	-0.696573380238422	-0.6918979720445951
Bol Bol	PHO	0.7	-0.6351963265184739	-0.8927893603240455	-0.6590515666353798	-1.169348958997517	-0.9287249309863989	-0.948666456341465	-0.40281083823349517	-0.9570095906118199	-1.0862207204023961	-1.2497025986847954	-0.7588349963413626	-0.7011449750507704	-0.550614258053138	-0.6573439477353648	-0.7220969834200426	-0.7816637892904812	-1.5966280824680386	-0.9058885387044131	-0.5846405290846775	-0.7300098461282967	-0.9063061151081284	-0.4781312568366822	-0.8306405458221718	-1.0103980189142585	-0.7785877647949133
Devin Booker	PHO	27.5	0.024667818505571704	-0.7096091847637908	0.02893397121813859	1.608365119953169	1.623990567394565	1.5350403334819995	0.4571491054064162	0.9142599236200228	0.9246031045639774	0.43174319856840526	1.6630992201694743	1.592508563101364	0.41341016219897525	0.3591452413162146	4.610233275835287	3.967353091509074	1.0137203074371703	-0.5782375855504789	0.1556735136616006	-0.05634832361231787	2.1014402064189768	2.531283124429495	-0.18030977701993486	1.9186319420602151	2.5156243597171755
Brandon Boston Jr.	LAC	1.7	-1.0751057565345044	-0.8927893603240455	-0.6590515666353798	-1.244018692302643	-0.7961163336679072	-0.8999663232076716	0.5004175302436444	-0.9570095906118199	-1.0862207204023961	-1.2497025986847954	-0.5973727152406402	-0.6343395321919705	0.17132331227019326	0.13962175447878414	-0.5588623836469203	-0.45891506923614256	-0.22420516453680356	-0.5782375855504789	-1.0201193777589588	-0.9321083028830905	-0.7559187990317731	-1.0800141330899176	-0.8306405458221718	-1.0103980189142585	-0.7785877647949133
